Data Export Generated on Wed Jan 14 08:53:53 PST 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey ID 12435362,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dashboard Name My Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Response ID,Response Status,IP Address,Timestamp (mm/dd/yyyy),Duplicate,Time Taken to Complete (Seconds),Seq. Number,External Reference,shift,lift,tift,biffed,Custom Variable 5,Respondent Email,Email List,Country Code,Region,What is the date of the shift you are reporting for?,Please choose the day of the week.,Please enter the time slot.,Approximately how many times did you help a student during your shift?,How many CS 149 students?,How many CS 159 Students?,How many CS 227 Students?,How many CS 240 Students?,How many CS 261 Students?,Comment on how long TAs generally spent with a given student during your shift.,What were the most common problems being addressed. Ideally these would be prefaced with the course number.
196980548,Completed,134.126.141.39,9/25/25 17:00,0,6244,1,,,,,,,,,US,VA,9/25/25,Thursday,7-9 pm,9,7,0,2,0,0,30-40 mins,"149: while loops, using the test mod new call, initializing to variable 227: sets, unions, proofs"
196983064,Completed,2605:ad80:2f:a822:d122:8d07:a762:6a56,9/25/25 18:58,0,536,1,,,,,,,,,US,VA,9/25/25,Thursday,9-11 pm,0,0,0,0,0,0,,
197054025,Completed,134.126.141.39,9/28/25 13:07,0,322,1,,,,,,,,,US,VA,9/28/25,Sunday,3-5 pm Sunday only,6,6,0,0,0,0,Generally good amount of time 5-15 minutes,"149 - random module, generally iterative design process, logical operator/homework spec "
197055034,Completed,134.126.113.90,9/28/25 15:02,0,135,1,,,,,,,,,US,VA,9/28/25,Sunday,5-7 pm,4,4,0,0,0,0,at most 45 minutes,"understanding while loop conditions for 6.3, understanding the bounds for 6.3 HW for 149"
197056029,Completed,134.126.113.80,9/28/25 16:56,0,83,1,,,,,,,,,US,VA,9/28/25,Sunday,7-9 pm,1,0,1,0,0,0,30 mins,"159 - Understanding how to use Arraylists, questions with enums"
197095257,Completed,134.126.113.90,9/29/25 15:01,0,255,1,,,,,,,,,US,VA,9/29/25,Monday,5-7 pm,3,1,2,0,0,0,about 10 minutes to an hour,"one 159 student was having trouble understanding how to test for exceptions, and had questions regarding exceptions from the zybook reading, another 159 student was confused between the difference in attributes from the enum and class from the PA3, for 149 a student was confused on how to import needed functions from another file for one of the homeworks."
197098377,Completed,134.126.113.71,9/29/25 16:54,0,662,1,,,,,,,,,US,VA,9/29/25,Monday,7-9 pm,8,7,1,0,0,0,30-40,"149: reading specs, using other given functions 159: understanding 2-d arrays and indexing with them"
197136614,Completed,134.126.113.2,9/30/25 15:06,0,129,1,,,,,,,,,US,VA,9/30/25,Tuesday,5-7 pm,6,5,1,0,0,0,30 mins,
197140063,Completed,134.126.141.39,9/30/25 17:25,0,480,1,,,,,,,,,US,VA,9/30/25,Tuesday,7-9 pm,9,5,2,0,1,1,15-25 mins,"149 - Understanding the little libraries assignment, using provided functions for the little libraries, missing (if __name__ == '__main__') blocks 159 - General unit testing, testing for exception throws 240 - Differences between ArrayList VS LinkedList running times, big-O/big-Omega/big-Theta VS worst-case/best-case/average-case 261 - Return-by-reference through *phdr in read_phdr(), knowing how many bytes to read for each program header"
197141969,Completed,134.126.113.71,9/30/25 18:58,0,228,1,,,,,,,,,US,VA,9/30/25,Tuesday,9-11 pm,1,1,0,0,0,0,1hr and half,"149: understanding how to use while loops with input, and knowing that input prints out the prompt so they don't need to use a different print statement to print the prompt "
197142455,Completed,134.126.113.98,9/30/25 19:25,0,74,1,,,,,,,,,US,VA,9/29/25,Monday,9-11 pm,3,3,0,0,0,0,"Bit longer than usually, but was quality time spent",149 - 6.4 and using other people's functions
197180422,Completed,134.126.141.39,10/1/25 15:45,0,264,1,,,,,,,,,US,VA,10/1/25,Wednesday,5-7 pm,1,0,0,0,0,1,about 30 minutes,A student was trying to implement load_segment and was mainly having a hard time understanding why memory needed to be a pointer when using fread. (its mentioned in the specs as well but couldn't wrap their head around the concept)
197181989,Completed,134.126.141.39,10/1/25 17:01,0,758,1,,,,,,,,,US,VA,10/1/25,Wednesday,7-9 pm,5,4,1,0,0,0,5-30 minutes,"The 159 student wanted some clarification on how he could handle emptying slots in his test cases, 149 students were confused on while loop conditions, using random module, and if integer and int were the same thing for python."
197215116,Completed,134.126.141.39,10/2/25 14:56,0,6816,1,,,,,,,,,US,VA,10/2/25,Thursday,5-7 pm,4,1,5,0,0,1,~20 minutes,"149: using ord, chr 159: hw3 tests, gradescope 261: struct/typedef names"
197218651,Completed,134.126.141.39,10/2/25 17:16,0,751,1,,,,,,,,,US,VA,10/2/25,Thursday,7-9 pm,5,2,1,0,1,1,Between 10 and 15 minutes.,"149: Definition of open vs. closed intervals, reading specs; shift cipher homework. 159: Understanding specs, what to do in exceptional/non-ideal cases. 240: Bit-shifting in Java 261: Pointer arithmetic, allocating correct amounts of memory, when to dereference pointers."
197220266,Completed,73.152.182.199,10/2/25 19:00,0,17,1,,,,,,,,,US,VA,10/2/25,Thursday,9-11 pm,0,0,0,0,0,0,None,None
197278471,Completed,134.126.141.39,10/5/25 13:04,0,193,1,,,,,,,,,US,VA,10/5/25,Sunday,3-5 pm Sunday only,4,2,0,0,0,2,Generally good amount of time 5-15 minutes,149 - HW 7.3 string maltipulation 261 - connect program headers to virtual memory address for dumping 
197279326,Completed,134.126.113.90,10/5/25 15:10,0,535,1,,,,,,,,,US,VA,10/5/25,Sunday,5-7 pm,4,2,2,0,0,0,at least 30 minutes was the longest,"159, was understanding how to test for some methods and we spent a while trying to figure out simulate and it turns out a method should have been returning false at some point and they were not handling that., 149 was understanding Caesar cipher"
197280125,Completed,134.126.113.80,10/5/25 16:58,0,61,1,,,,,,,,,US,VA,10/5/25,Sunday,7-9 pm,1,0,0,0,0,1,15 mins,261 - Printing program header bytes using loops with the correct end condition and offset positions from each 16th byte
197312061,Completed,134.126.113.90,10/6/25 15:01,0,531,1,,,,,,,,,US,VA,10/6/25,Monday,5-7 pm,5,0,4,0,0,1,about 30 minutes or less (261 took the longest),"261 needed help with printing and aligning bytes, 159 was writing doc strings, figuring out whitespace issues on gradescope errors, and infinite loops"
197315349,Completed,134.126.113.71,10/6/25 17:11,0,711,1,,,,,,,,,US,VA,10/6/25,Monday,7-9 pm,8,5,3,0,0,0,15-30 mins,"149: the parking spot problem was confusing, using dictionaries with it 159: Homework 3 array lists "
197317326,Completed,134.126.113.98,10/6/25 18:59,0,1080,1,,,,,,,,,US,VA,10/6/25,Monday,9-11 pm,4,0,0,4,0,0,"a bit longer than usually 15-25 minutes, but mostly likely stems from online hours","227 - Exam prep(Set theory, proofs, and logic) and generally confidence in abilities"
197344802,Completed,134.126.113.2,10/7/25 15:10,0,43,1,,,,,,,,,US,VA,10/7/25,Tuesday,5-7 pm,7,5,2,0,0,0,15 mins,
197346829,Completed,134.126.141.39,10/7/25 17:20,0,423,1,,,,,,,,,US,VA,10/7/25,Tuesday,7-9 pm,8,6,2,0,0,0,15-30 mins,"149 - Getting started on the projects, confusion with parking lots and casear cipher homework assignments 159 -VendingMachine simulator trouble (how to buy from all slots of all vending machine pcount times?)"
197348452,Completed,2605:ad80:2f:a822:950b:4c1:6301:e16e,10/7/25 19:04,0,156,1,,,,,,,,,US,VA,10/7/25,Tuesday,9-11 pm,3,2,1,0,0,0,20-30 mins,149: dealing with the cipher hw understanding how to use % with it 159: string manipulation
197376463,Completed,134.126.113.90,10/8/25 15:00,0,91,1,,,,,,,,,US,VA,10/8/25,Wednesday,5-7 pm,1,0,1,0,0,0,about 10 minutes within the shift,a 159 student came in to go over a previous exam for practice for their upcoming midterm.
197378384,Completed,134.126.113.71,10/8/25 17:18,0,1638,1,,,,,,,,,US,VA,10/8/25,Wednesday,7-9 pm,5,2,3,0,0,0,"for 4 of them about 20-30 mins, for the last student one ta helped them the whole shift going through a test to review",159: memory diagrams and java equals 149: Cesear cipher hw and parking spot
197405752,Completed,134.126.141.39,10/9/25 15:15,0,104,1,,,,,,,,,US,VA,10/9/25,Thursday,5-7 pm,4,4,0,0,0,0,~15 minutes,"149: Understanding containers, writing unit tests/where to start, reviewing the last quiz."
197407365,Completed,134.126.141.39,10/9/25 17:07,0,6617,1,,,,,,,,,US,VA,10/9/25,Thursday,7-9 pm,1,4,1,0,0,0,~20 minutes,"149, writing tests, parking spot fitting hw 159, enums, practice exam"
197408942,Completed,73.152.182.199,10/9/25 18:57,0,20,1,,,,,,,,,US,VA,10/9/25,Thursday,9-11 pm,1,1,0,0,0,0,30,HW 7.4
197459501,Completed,134.126.141.39,10/12/25 12:50,0,621,1,,,,,,,,,US,VA,10/12/25,Sunday,3-5 pm Sunday only,0,0,0,0,0,0,0,
197460691,Completed,134.126.113.90,10/12/25 15:01,0,368,1,,,,,,,,,US,VA,10/12/25,Sunday,5-7 pm,1,2,0,0,0,0,about 10 minutes,"Understanding the format of pytest, and understanding how to complete PA 1 part A"
197461995,Completed,134.126.113.80,10/12/25 17:16,0,412,1,,,,,,,,,US,VA,10/12/25,Sunday,7-9 pm,4,4,0,0,0,0,20 mins,149 - How to perform test-driven development on PA1
197493326,Completed,134.126.113.90,10/13/25 15:01,0,800,1,,,,,,,,,US,VA,10/13/25,Monday,5-7 pm,6,4,2,0,0,0,under 20 minutes,"149 was understanding how to implement part A for PA 1, and some questions to make sure they were doing the right thing, 159 was going over test material and memory diagrams"
197496068,Completed,134.126.113.71,10/13/25 16:53,0,1041,1,,,,,,,,,US,VA,10/13/25,Monday,7-9 pm,6,6,0,0,0,0,20-30 mins,149: understanding assert statements and vscode
197498941,Completed,2605:ad80:2f:a822:ad08:3339:9eb8:e286,10/13/25 19:04,0,55,1,,,,,,,,,US,VA,10/13/25,Monday,9-11 pm,1,1,0,0,0,0,"Generally a good amount of time, between 5-10 minutes ",149 - Understanding Gradescope Errors with PA1
197550444,Completed,134.126.113.2,10/14/25 15:14,0,29,1,,,,,,,,,US,VA,10/14/25,Tuesday,5-7 pm,6,6,0,0,0,0,,
197556194,Completed,134.126.141.39,10/14/25 17:25,0,4376,1,,,,,,,,,US,VA,10/14/25,Tuesday,7-9 pm,7,7,0,0,0,0,20 - 60 mins.,"149 - Writing appropriate tests, vs code set up issues (ruff formatter, issues with python interpreter, etc...)"
197560001,Completed,2605:ad80:2f:a822:2da5:814c:f691:feb9,10/14/25 19:02,0,34,1,,,,,,,,,US,VA,10/14/25,Tuesday,9-11 pm,1,1,0,0,0,0,30 mins,149: understanding gradescope errors 
197600100,Completed,134.126.113.90,10/15/25 15:17,0,199,1,,,,,,,,,US,VA,10/15/25,Wednesday,5-7 pm,2,2,0,0,0,0,about 30 minutes,"One 149 student was having an issue with importing pytest, it just wasn't working at all. Another 149 student was trying to figure out why gradescope wasnt passing, we spent a lot of time trying to decipher the difference between + and - in gradescope, we switched things around and then the gradescope switched.."
197602144,Completed,134.126.113.71,10/15/25 16:52,0,753,1,,,,,,,,,US,VA,10/15/25,Wednesday,7-9 pm,7,4,0,0,3,0,40-50mins,"149: set up with vscode, a student's setup wouldn't work 240: running the driver for the sorting pa, and making the charts for it "
197636041,Completed,134.126.141.39,10/16/25 15:19,0,241,1,,,,,,,,,US,VA,10/16/25,Thursday,5-7 pm,8,4,3,0,1,0,~15 minutes,"149: Understanding Gradescope errors in PA1, understanding how to write test cases. 159: Gradescope issue (lab 7 in Gradescope is really lab 10) 240: Recurrence relations and summations."
197644995,Completed,134.126.113.98,10/16/25 17:58,0,142,1,,,,,,,,,US,VA,10/16/25,Thursday,7-9 pm,8,4,2,0,0,2,"Generally a good amount of time, between 10-15 minutes ","149 - PA1 gradescope problems, 159 - general recursive 261 - understanding the specs(aka only do fetch things in fetch), bitwise and versus shift"
197647911,Completed,73.152.182.199,10/16/25 19:04,0,33,1,,,,,,,,,US,VA,10/16/25,Thursday,9-11 pm,0,0,0,0,0,0,None,N/A
197730306,Completed,134.126.141.39,10/19/25 13:05,0,520,1,,,,,,,,,US,VA,10/19/25,Sunday,5-7 pm,5,2,2,0,0,1,"bit longer than usually, 15-20 minutes ","149 - count sentences, using builtin functions 159 - misunderstanding helper functions with exception, catching exceptions 261 - error checking in fetch, "
197732130,Completed,134.126.141.39,10/19/25 15:36,0,1970,1,,,,,,,,,US,VA,10/19/25,Sunday,5-7 pm,6,4,1,0,0,1,id say an average of 30+ minutes,"149 was help with implementing the normalize_text function and fixing gradescope errors that had to do with average_word_length and out of bounds for normalize_text, 159 was understanding how to implement the tests for part 2 similar to part 1 and 261 was passing the unit tests for an invalid pc when working with specific instructions "
197733169,Completed,134.126.141.135,10/19/25 17:03,0,158,1,,,,,,,,,US,VA,10/19/25,Sunday,7-9 pm,10,10,0,0,0,0,30 - 75 mins,149 - Text parsing and confusion with instructions for PA1: Text SImplifier (changes in average_word_length)
197765266,Completed,134.126.113.90,10/20/25 15:25,0,407,1,,,,,,,,,US,VA,10/20/25,Monday,5-7 pm,7,7,0,0,0,0,at least 15 minutes ,"Basically the 149 PA, some students were having issues with summarize text not calculating the right value (getting a value higher than it should be), normalize_text and making sure that the next character after a period is capitalized, and overall just trying to implement the code based off the (little) information from the docstrings."
197767579,Completed,134.126.113.71,10/20/25 17:13,0,357,1,,,,,,,,,US,VA,10/20/25,Monday,7-9 pm,8,8,0,0,0,0,30-40 mins,"149: help with pa 1 part b, specifically fixing edge cases "
